Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,Referral Score,,
2125,Hardware,41,0,1,Yes,Diplomat,1,3.43,90000,10,0,1
2126,Hardware,48,1,2,Yes,Sentinel,1,2.87,65400,5,0,1
2127,Software,49,0,1,No,Explorer,4,1.87,96000,7,0,1
2128,Software,22,1,2,Yes,Diplomat,0,3.62,53600,8,0,1
2129,Software,56,0,2,No,Explorer,4,1.53,64000,6,0,1
2130,Hardware,55,0,2,No,Explorer,2,1.64,66000,8,0,1
2131,Hardware,29,1,1,Yes,Explorer,4,3.27,57200,5,0,1
2132,Software,49,0,2,No,Diplomat,3,2.02,79000,8,0,1
2133,Software,47,0,1,Yes,Explorer,5,3.01,150000,9,0,1
2134,Software,37,1,1,Yes,Diplomat,6,2.97,93600,10,0,1
2135,Hardware,60,0,1,Yes,Diplomat,5,1.93,110000,9,0,1
2136,Hardware,25,1,6,Yes,Explorer,1,3.74,64000,8,0,1
2137,Software,35,0,2,Yes,Analyst,2,2.97,80000,7,0,1
2138,Software,21,0,3,Yes,Sentinel,2,2.7,37000,7,0,1
2139,Hardware,54,0,12,Yes,Explorer,1,1.92,79000,5,0,1
2140,Software,47,1,2,Yes,Explorer,1,3.27,80600,3,0,1
2141,Hardware,58,1,1,Yes,Diplomat,2,2.09,63400,6,0,1
2142,Software,45,1,1,Yes,Sentinel,0,3.73,53000,6,0,1
2143,Software,41,1,1,No,Explorer,3,3.26,48800,6,0,1
2144,Hardware,33,1,3,No,Explorer,3,3.6,74400,9,0,1
2145,Software,46,0,1,Yes,Explorer,0,3.46,66000,8,0,1
2146,Software,47,1,2,Yes,Sentinel,5,2.49,66600,4,0,1
2147,Software,35,0,2,Yes,Sentinel,5,2.7,81000,4,0,1
2148,Software,52,1,1,Yes,Analyst,1,3.76,56600,3,0,1
2149,Hardware,24,0,1,Yes,Sentinel,2,3.71,48000,5,0,1
2150,Software,23,1,2,Yes,Diplomat,1,3.52,52400,6,0,1
2151,Hardware,39,0,1,No,Diplomat,2,2.12,60000,6,0,1
2152,Hardware,28,0,1,Yes,Explorer,5,2.06,64000,6,0,1
2153,Hardware,49,0,1,Yes,Diplomat,4,2.05,86000,6,0,1
2154,Software,46,0,1,No,Explorer,3,1.54,49000,5,0,1
2155,Hardware,41,0,1,Yes,Diplomat,3,2.82,85000,9,0,1
2156,Hardware,60,0,5,Yes,Explorer,3,2.58,117000,8,0,1
2157,Software,34,1,2,Yes,Analyst,3,3.64,64200,7,0,1
2158,Software,39,1,2,Yes,Sentinel,4,2.19,72200,7,0,1
2159,Software,34,1,9,Yes,Diplomat,4,2.47,78200,4,0,1
2160,Software,39,0,1,Yes,Explorer,2,4,78000,9,0,1
2161,Hardware,62,1,4,Yes,Analyst,2,3.06,50600,5,0,1
2162,Software,42,1,2,Yes,Sentinel,3,3.05,57600,5,0,1
2163,Software,53,1,4,Yes,Diplomat,3,3.22,63400,8,0,1
2164,Software,34,0,2,Yes,Diplomat,6,2.86,100000,8,0,1
2165,Hardware,40,0,1,Yes,Explorer,4,3.55,118000,9,0,1
2166,Software,25,0,2,No,Diplomat,5,3.19,62000,6,0,1
2167,Software,33,0,2,Yes,Explorer,3,3.74,85000,9,0,1
2168,Software,23,0,2,Yes,Explorer,4,2.47,61000,6,0,1
2169,Software,39,1,2,Yes,Diplomat,4,2.65,108200,8,0,1
2170,Hardware,50,0,1,Yes,Analyst,2,4,97000,4,0,1
2171,Software,51,0,1,Yes,Sentinel,2,1.14,49000,7,0,1
2172,Hardware,31,1,4,No,Diplomat,2,2.87,58800,6,0,1
2173,Hardware,42,0,1,Yes,Diplomat,4,2.57,135000,10,0,1
2174,Hardware,29,1,2,No,Sentinel,1,3.64,44200,4,0,1
2175,Software,36,1,2,No,Explorer,1,3.62,62800,4,0,1
2176,Hardware,42,0,1,Yes,Diplomat,4,3.45,95000,8,0,1
2177,Hardware,50,0,1,Yes,Sentinel,4,4,99000,5,0,1
2178,Software,39,1,1,Yes,Explorer,2,3.58,100200,7,0,1
2179,Software,23,1,2,Yes,Diplomat,5,3.58,86400,9,0,1
2180,Hardware,27,1,1,No,Diplomat,1,3.44,46600,6,0,1
2181,Software,45,0,2,Yes,Diplomat,1,2.46,81000,5,0,1
2182,Software,47,0,1,Yes,Explorer,3,2.45,95000,10,0,1
2183,Software,40,1,1,No,Diplomat,1,1.94,62000,6,0,1
2184,Hardware,61,0,2,Yes,Sentinel,1,2.66,70000,5,0,1
2185,Software,29,0,9,Yes,Explorer,0,3.84,60000,10,0,1
2186,Software,57,1,2,Yes,Diplomat,1,3.25,78600,8,0,1
2187,Software,36,0,1,Yes,Analyst,3,3.9,83000,5,0,1
2188,Software,50,0,1,No,Sentinel,3,2.3,62000,3,0,1
2189,Hardware,33,1,8,No,Diplomat,2,3.83,49400,6,0,1
2190,Software,22,1,2,Yes,Explorer,2,3.56,58600,7,0,1
2191,Software,31,1,1,Yes,Sentinel,2,2.04,46800,4,0,1
2192,Hardware,42,1,2,Yes,Sentinel,2,4,69600,6,0,1
2193,Software,40,1,1,Yes,Explorer,6,1.51,86000,9,0,1
2194,Software,52,0,2,Yes,Sentinel,4,2.77,47000,6,0,1
2195,Software,31,0,1,Yes,Analyst,4,3.18,64000,7,0,1
2196,Software,43,1,2,Yes,Diplomat,2,3.84,107400,7,0,1
2197,Software,39,0,2,Yes,Explorer,1,1.92,78000,8,0,1
2198,Hardware,46,0,8,No,Analyst,2,2.22,47000,6,0,1
2199,Software,28,1,3,Yes,Diplomat,1,2.3,64400,4,0,1
2200,Software,35,0,1,Yes,Diplomat,4,2.55,97000,10,0,1
2201,Software,37,0,1,Yes,Sentinel,5,1.59,73000,5,0,1
2202,Software,34,0,1,Yes,Analyst,5,1.91,74000,4,0,1
2203,Software,53,0,2,Yes,Diplomat,2,2.59,67000,5,0,1
2204,Software,45,0,1,Yes,Sentinel,2,3.84,51000,6,0,1
2205,Software,52,0,2,Yes,Explorer,3,3.7,81000,9,0,1
2206,Hardware,31,1,1,Yes,Analyst,1,1.37,39800,3,0,1
2207,Software,49,1,9,No,Diplomat,2,2.5,51200,6,0,1
2208,Hardware,25,1,1,Yes,Diplomat,1,1.55,46000,5,0,1
2209,Software,52,0,11,Yes,Analyst,1,2.55,50000,6,0,1
2210,Software,33,0,1,Yes,Diplomat,1,1.34,71000,4,0,1
2211,Hardware,30,0,2,Yes,Diplomat,1,4,74000,7,0,1
2212,Software,51,0,2,Yes,Diplomat,5,3.26,103000,9,0,1
2213,Software,57,1,2,Yes,Diplomat,6,3.93,113600,10,0,1
2214,Hardware,25,0,7,Yes,Analyst,2,4,56000,8,0,1
2215,Hardware,40,0,3,Yes,Diplomat,2,1.39,54000,4,0,1
2216,Hardware,61,0,2,Yes,Sentinel,4,3.91,93000,6,0,1
2217,Hardware,26,0,1,Yes,Sentinel,1,2.7,39000,2,0,1
2218,Software,52,1,4,Yes,Analyst,4,1.71,54600,4,0,1
2219,Hardware,50,1,10,Yes,Explorer,4,3.24,72000,10,0,1
2220,Hardware,59,0,1,Yes,Explorer,2,1.9,65000,4,0,1
2221,Software,25,0,2,No,Sentinel,1,3.16,35000,3,0,1
2222,Hardware,34,1,1,No,Sentinel,5,3.38,63200,4,0,1
2223,Software,44,1,4,Yes,Sentinel,1,1.24,52200,6,0,1
2224,Software,27,0,1,Yes,Analyst,3,2.32,67000,3,0,1
2225,Software,22,0,1,Yes,Diplomat,3,2.05,56000,5,0,1
2226,Hardware,55,1,1,No,Analyst,4,2.38,57000,8,0,1
2227,Software,50,0,10,Yes,Explorer,3,3.72,155000,9,0,1
2228,Software,23,0,2,Yes,Explorer,5,2.39,81000,7,0,1
2229,Software,53,1,7,Yes,Diplomat,2,3.27,60400,7,0,1
2230,Hardware,31,1,9,Yes,Sentinel,0,2.58,41800,3,0,1
2231,Hardware,55,0,6,Yes,Sentinel,2,2.79,92000,3,0,1
2232,Hardware,28,0,1,Yes,Analyst,3,1.58,58000,5,0,1
2233,Hardware,63,1,2,Yes,Explorer,1,2.86,80400,5,0,1
2234,Software,57,0,1,Yes,Diplomat,2,1.62,67000,5,0,1
2235,Hardware,40,1,6,Yes,Explorer,3,3.68,113000,9,0,1
2236,Software,41,0,1,Yes,Diplomat,2,2.82,66000,5,0,1
2237,Hardware,32,0,2,Yes,Explorer,0,4,79000,8,0,1
2238,Software,47,1,3,Yes,Diplomat,2,3.05,54600,5,0,1
2239,Software,52,1,12,Yes,Analyst,4,2.09,59600,9,0,1
2240,Hardware,61,0,11,Yes,Explorer,1,3.72,111000,8,0,1
2241,Software,53,1,2,Yes,Diplomat,3,3,74400,6,0,1
2242,Hardware,25,0,1,Yes,Diplomat,0,4,57000,4,0,1
2243,Software,21,1,2,Yes,Sentinel,4,1.5,59800,3,0,1
2244,Software,22,1,2,No,Diplomat,3,1.98,46600,6,0,1
2245,Hardware,44,0,2,Yes,Explorer,2,2.96,75000,5,0,1
2246,Software,51,0,1,Yes,Sentinel,3,1.21,42000,2,0,1
2247,Software,23,0,2,Yes,Diplomat,4,3.86,101000,9,0,1
2248,Software,48,1,10,Yes,Explorer,4,3.54,121400,9,0,1
2249,Software,34,0,1,Yes,Diplomat,5,3.17,120000,9,0,1
2250,Hardware,54,1,13,Yes,Analyst,0,3.61,65200,6,0,1
2251,Software,22,1,1,Yes,Analyst,4,3.12,54600,9,0,1
2252,Software,43,0,2,Yes,Explorer,3,1.78,74000,5,0,1
2253,Software,50,1,1,Yes,Diplomat,2,1.8,73000,8,0,1
2254,Software,35,0,3,Yes,Diplomat,4,2.43,81000,6,0,1
2255,Software,46,1,2,Yes,Explorer,4,3.83,96800,10,0,1
2256,Software,55,0,4,Yes,Diplomat,3,3.45,98000,9,0,1
2257,Software,29,1,1,Yes,Diplomat,1,1.11,56200,5,0,1
2258,Software,45,1,5,Yes,Explorer,3,1.57,89000,7,0,1
2259,Hardware,24,1,1,Yes,Diplomat,1,1.23,41200,3,0,1
2260,Hardware,63,1,2,No,Sentinel,3,3.23,43400,3,0,1
2261,Hardware,45,0,1,No,Explorer,0,3.52,88000,4,0,1
2262,Software,29,0,2,No,Explorer,4,2.81,67000,10,0,1
2263,Hardware,51,1,1,Yes,Explorer,3,3.95,121800,9,0,1
2264,Software,30,0,1,Yes,Diplomat,2,3.3,81000,5,0,1
2265,Software,49,1,2,Yes,Explorer,3,1.86,73200,6,0,1
2266,Hardware,25,0,3,No,Explorer,5,2.48,43000,5,0,1
2267,Hardware,37,0,8,Yes,Explorer,4,3.56,93000,8,0,1
2268,Software,37,1,2,No,Diplomat,2,1.63,55600,6,0,1
2269,Hardware,60,0,1,Yes,Diplomat,2,2.97,66000,4,0,1
2270,Software,35,0,1,Yes,Diplomat,3,2.47,68000,4,0,1
2271,Hardware,63,0,2,Yes,Explorer,2,3.45,104000,8,0,1
2272,Hardware,41,1,5,Yes,Sentinel,1,3.16,57800,5,0,1
2273,Software,50,0,1,Yes,Diplomat,3,2.16,73000,5,0,1
2274,Hardware,43,1,4,Yes,Diplomat,5,2.32,54400,8,0,1
2275,Hardware,37,0,2,Yes,Explorer,2,1.26,77000,5,0,1
2276,Software,51,1,1,Yes,Diplomat,2,2.04,65800,8,0,1
2277,Software,41,1,1,Yes,Explorer,6,1.84,67800,6,0,1
2278,Software,54,0,1,Yes,Diplomat,4,2.45,99000,8,0,1
2279,Hardware,64,0,2,Yes,Explorer,1,2.5,50000,3,0,1
2280,Software,46,0,2,Yes,Diplomat,6,3.34,126000,9,0,1
2281,Software,22,0,2,Yes,Diplomat,4,1.47,85000,5,0,1
2282,Hardware,37,0,11,Yes,Explorer,1,2.26,96000,7,0,1
2283,Software,48,0,2,Yes,Analyst,1,2.05,69000,3,0,1
2284,Software,35,1,1,Yes,Diplomat,1,1.29,58000,4,0,1
2285,Software,55,0,2,Yes,Explorer,2,2.28,82000,7,0,1
2286,Software,56,0,6,Yes,Sentinel,4,2.54,73000,5,0,1
2287,Hardware,27,1,2,Yes,Explorer,1,2.35,54600,5,0,1
2288,Software,43,1,5,Yes,Explorer,1,2.13,67400,6,0,1
2289,Software,45,0,2,Yes,Analyst,5,1.91,117000,7,0,1
2290,Software,56,1,4,Yes,Analyst,5,3.96,48800,6,0,1
2291,Software,30,0,1,Yes,Diplomat,4,3.38,111000,9,0,1
2292,Software,56,1,2,Yes,Explorer,3,1.95,61800,9,0,1
2293,Hardware,61,1,11,Yes,Explorer,1,2.93,71800,10,0,1
2294,Software,54,1,4,Yes,Sentinel,1,3.5,71200,8,0,1
2295,Software,36,1,2,No,Sentinel,6,1.98,57800,5,0,1
2296,Software,41,1,6,Yes,Explorer,5,3.09,56800,9,0,1
2297,Software,22,1,1,Yes,Sentinel,3,2.14,41600,4,0,1
2298,Hardware,38,0,2,Yes,Sentinel,3,2.18,41000,6,0,1
2299,Hardware,31,0,2,Yes,Analyst,5,3.37,69000,5,0,1
2300,Hardware,27,0,2,Yes,Analyst,5,1.48,56000,4,0,1
2301,Hardware,63,1,1,Yes,Diplomat,4,2.57,86400,9,0,1
2302,Software,25,1,4,Yes,Diplomat,0,2.6,54000,8,0,1
2303,Software,46,1,2,Yes,Diplomat,5,2.32,122800,9,0,1
2304,Software,53,1,2,No,Explorer,2,1.68,48400,6,0,1
2305,Software,21,0,2,Yes,Explorer,2,3.53,39000,4,0,1
2306,Software,34,0,1,No,Explorer,2,2.07,67000,5,0,1
2307,Software,48,1,1,Yes,Sentinel,3,2.98,66400,4,0,1
2308,Hardware,57,1,1,Yes,Analyst,2,3.51,84600,7,0,1
2309,Software,49,0,4,Yes,Analyst,0,3.5,72000,5,0,1
2310,Software,29,0,8,No,Diplomat,5,1.98,81000,9,0,1
2311,Software,54,1,2,Yes,Diplomat,3,1.72,77200,6,0,1
2312,Software,49,1,1,Yes,Explorer,1,3.09,84200,5,0,1
2313,Software,42,1,1,Yes,Sentinel,1,3,43600,3,0,1
2314,Hardware,56,0,1,Yes,Diplomat,5,3.29,129000,8,0,1
2315,Software,30,0,9,No,Analyst,2,2.02,52000,4,0,1
2316,Software,51,0,1,Yes,Explorer,5,2.85,130000,9,0,1
2317,Hardware,54,0,2,Yes,Analyst,6,2.52,65000,6,0,1
2318,Software,48,1,2,Yes,Sentinel,4,2.9,67400,5,0,1
2319,Software,29,0,3,Yes,Explorer,0,1.5,37000,5,0,1
2320,Hardware,40,0,1,Yes,Diplomat,2,3.77,126000,6,0,1
2321,Hardware,52,1,2,Yes,Diplomat,1,1.44,56600,4,0,1
2322,Hardware,38,0,2,Yes,Sentinel,0,1.23,48000,4,0,1
2323,Hardware,50,0,5,Yes,Diplomat,3,2,105000,6,0,1
2324,Hardware,53,1,9,Yes,Diplomat,0,2.31,73400,8,0,1
2325,Software,53,1,1,No,Explorer,2,2.41,59400,4,0,1
2326,Hardware,57,1,3,Yes,Explorer,4,2.24,66600,8,0,1
2327,Software,25,0,2,No,Sentinel,0,3.96,32000,2,0,1
2328,Software,44,1,1,Yes,Explorer,4,3.2,81200,9,0,1
2329,Hardware,45,0,1,Yes,Diplomat,0,3.72,84000,7,0,1
2330,Software,50,0,1,Yes,Analyst,3,1.67,76000,3,0,1
2331,Software,56,1,1,No,Explorer,4,2.44,50800,7,0,1
2332,Software,52,0,1,Yes,Explorer,4,2.78,92000,8,0,1
2333,Software,45,1,2,Yes,Diplomat,4,3.27,75000,6,0,1
2334,Software,30,0,2,No,Sentinel,1,2.89,33000,4,0,1
2335,Software,37,1,1,Yes,Diplomat,2,1.92,69600,4,0,1
2336,Hardware,43,1,1,Yes,Explorer,1,3.22,56400,4,0,1
2337,Software,48,0,1,Yes,Explorer,0,1.24,96000,5,0,1
2338,Hardware,49,0,5,No,Explorer,1,2.6,65000,8,0,1
2339,Software,25,0,4,Yes,Analyst,3,2.08,31000,4,0,1
2340,Software,26,1,2,Yes,Diplomat,1,3.43,57800,5,0,1
2341,Software,29,0,1,Yes,Diplomat,3,2.71,45000,6,0,1
2342,Software,26,0,2,Yes,Sentinel,4,1.17,43000,5,0,1
2343,Software,44,0,1,No,Diplomat,2,1.12,85000,5,0,1
2344,Software,31,1,1,Yes,Explorer,2,1.77,63800,7,0,1
2345,Hardware,61,1,2,Yes,Explorer,6,2.34,78800,8,0,1
2346,Software,25,1,1,Yes,Explorer,2,3.21,67000,6,0,1
2347,Hardware,26,0,8,Yes,Analyst,2,3.44,55000,6,0,1
2348,Hardware,56,0,1,Yes,Sentinel,3,2.71,103000,4,0,1
2349,Software,51,1,2,No,Analyst,2,2.73,41800,3,0,1
2350,Software,49,1,2,Yes,Explorer,1,3.56,88200,8,0,1
2351,Hardware,58,0,1,Yes,Analyst,3,4,117000,5,0,1
2352,Hardware,54,1,1,Yes,Sentinel,0,2.64,50200,4,0,1
2353,Software,43,1,1,Yes,Analyst,1,2.39,52400,3,0,1
2354,Hardware,32,0,2,Yes,Diplomat,1,3.42,58000,3,0,1
2355,Software,24,0,2,Yes,Sentinel,0,2.22,32000,2,0,1
2356,Hardware,53,0,1,Yes,Explorer,2,2.89,70000,8,0,1
2357,Software,42,0,1,Yes,Explorer,2,2.15,63000,4,0,1
2358,Hardware,50,0,1,Yes,Explorer,1,3.82,93000,9,0,1
2359,Software,42,1,1,Yes,Sentinel,1,2.08,49600,3,0,1
2360,Software,52,1,6,Yes,Diplomat,1,1.31,58600,7,0,1
2361,Software,49,1,3,Yes,Explorer,1,3.96,70200,6,0,1
2362,Software,44,1,1,Yes,Analyst,3,3.52,65200,8,0,1
2363,Software,53,1,1,Yes,Diplomat,3,1.57,58400,6,0,1
2364,Software,45,1,2,Yes,Diplomat,5,2.29,102000,8,0,1
2365,Hardware,26,0,2,Yes,Explorer,2,2.75,90000,5,0,1
2366,Software,34,0,1,No,Diplomat,2,3.12,39000,4,0,1
2367,Hardware,32,0,1,Yes,Explorer,2,4,77000,6,0,1
2368,Software,51,0,2,Yes,Sentinel,4,1.54,62000,5,0,1
2369,Software,21,1,2,Yes,Sentinel,4,3.69,51800,5,0,1
2370,Software,48,0,1,Yes,Explorer,1,3.92,101000,7,0,1
2371,Hardware,47,0,6,Yes,Explorer,2,4,121000,9,0,1
2372,Hardware,32,0,10,Yes,Explorer,1,2.92,94000,10,0,1
2373,Software,39,1,2,Yes,Diplomat,6,2.25,80200,8,0,1
2374,Hardware,50,1,1,Yes,Sentinel,1,3.24,48000,3,0,1
2375,Software,53,0,1,Yes,Sentinel,1,1.52,42000,3,0,1
2376,Hardware,53,1,2,No,Analyst,1,2.56,38400,2,0,1
2377,Software,28,1,2,Yes,Explorer,4,2.67,47400,3,0,1
2378,Hardware,63,0,1,Yes,Sentinel,1,2.97,69000,3,0,1
2379,Software,34,1,1,No,Diplomat,3,3.6,96200,5,0,1
2380,Software,27,0,1,Yes,Diplomat,4,2.65,46000,5,0,1
2381,Software,34,0,1,Yes,Diplomat,1,1.63,68000,9,0,1
2382,Software,35,1,2,Yes,Analyst,3,3.79,65000,4,0,1
2383,Software,39,1,1,Yes,Sentinel,1,1.72,47200,2,0,1
2384,Software,43,1,1,Yes,Diplomat,6,2.72,105400,10,0,1
2385,Hardware,59,1,1,No,Explorer,0,4,53200,6,0,1
2386,Software,42,0,2,Yes,Explorer,1,1.27,59000,7,0,1
2387,Hardware,49,0,1,No,Sentinel,5,2.05,67000,6,0,1
2388,Software,49,0,2,Yes,Explorer,3,3.67,121000,7,0,1
2389,Software,46,0,2,Yes,Diplomat,4,3.32,97000,8,0,1
2390,Hardware,51,1,1,Yes,Sentinel,2,2.78,71800,4,0,1
2391,Software,36,1,2,Yes,Explorer,3,3.46,90800,10,0,1
2392,Software,45,1,1,Yes,Sentinel,3,3.17,89000,6,0,1
2393,Software,56,1,6,Yes,Sentinel,1,1.15,47800,3,0,1
2394,Software,31,0,1,Yes,Explorer,3,2.62,66000,7,0,1
2395,Software,43,0,1,No,Analyst,5,3.42,62000,8,0,1
2396,Software,45,0,2,Yes,Analyst,2,1.42,45000,2,0,1
2397,Hardware,54,1,2,Yes,Diplomat,1,2.62,72200,7,0,1
2398,Software,44,0,7,Yes,Analyst,4,1.93,77000,5,0,1
2399,Software,44,1,1,Yes,Sentinel,3,3.53,84200,4,0,1
2400,Hardware,49,0,2,No,Sentinel,3,4,85000,5,0,1
2401,Software,52,1,1,Yes,Diplomat,3,3.61,94600,10,0,1
2402,Hardware,35,1,1,No,Sentinel,2,2.23,38000,2,0,1
2403,Software,47,1,1,Yes,Analyst,6,1.61,80600,8,0,1
2404,Software,53,1,2,Yes,Diplomat,5,1.68,108400,10,0,1
2405,Hardware,41,0,2,Yes,Diplomat,3,2.04,84000,4,0,1
2406,Hardware,34,0,2,Yes,Explorer,0,2.5,61000,5,0,1
2407,Hardware,45,0,2,Yes,Explorer,2,2.87,71000,5,0,1
2408,Hardware,37,0,12,Yes,Diplomat,0,2.35,51000,9,0,1
2409,Hardware,28,1,1,No,Diplomat,2,2.26,46400,3,0,1
2410,Software,23,0,4,Yes,Explorer,3,3.11,75000,10,0,1
2411,Software,46,1,2,Yes,Diplomat,3,1.25,65800,6,0,1
2412,Software,28,0,2,No,Diplomat,1,2.9,46000,7,0,1
2413,Software,26,1,2,Yes,Sentinel,4,3.65,67800,7,0,1
2414,Software,40,0,1,Yes,Analyst,1,3.62,52000,8,0,1
2415,Hardware,44,1,2,Yes,Analyst,2,3.5,76200,7,0,1
2416,Hardware,44,0,5,Yes,Explorer,0,1.61,77000,4,0,1
2417,Hardware,26,0,1,Yes,Analyst,5,3.42,65000,6,0,1
2418,Software,35,0,2,Yes,Diplomat,4,3.91,124000,10,0,1
2419,Software,23,0,2,Yes,Diplomat,3,3.02,62000,7,0,1
2420,Hardware,43,0,1,Yes,Analyst,0,1.5,47000,3,0,1
2421,Hardware,31,1,2,Yes,Explorer,2,2.23,61800,6,0,1
2422,Hardware,44,0,2,Yes,Explorer,4,1.18,109000,8,0,1
2423,Software,47,0,3,Yes,Explorer,3,3.02,99000,6,0,1
2424,Software,30,0,1,Yes,Sentinel,1,1.67,51000,6,0,1
2425,Hardware,36,1,7,No,Analyst,0,2.74,56800,3,0,1
2426,Software,24,1,2,Yes,Explorer,5,2.47,69200,4,0,1
2427,Software,31,1,2,Yes,Explorer,4,3.04,64800,5,0,1
2428,Hardware,27,0,2,Yes,Explorer,3,2.58,60000,7,0,1
2429,Hardware,46,0,8,Yes,Analyst,2,3.01,55000,7,0,1
2430,Software,56,1,1,No,Diplomat,3,3.62,80800,6,0,1
2431,Software,30,0,1,Yes,Sentinel,2,1.98,54000,3,0,1
2432,Hardware,38,0,2,Yes,Diplomat,1,3.43,76000,6,0,1
2433,Software,30,0,10,Yes,Analyst,3,1.17,50000,6,0,1
2434,Hardware,62,0,7,Yes,Explorer,1,1.88,80000,7,0,1
2435,Hardware,39,0,2,No,Diplomat,6,3.67,72000,8,0,1
2436,Hardware,29,0,2,Yes,Sentinel,6,2.49,67000,10,0,1
2437,Hardware,32,0,1,Yes,Explorer,5,4,116000,8,0,1
2438,Software,57,0,2,Yes,Explorer,1,2.74,61000,7,0,1
2439,Hardware,55,0,2,Yes,Diplomat,1,2.78,66000,4,0,1
2440,Hardware,57,0,2,No,Sentinel,3,1.75,59000,5,0,1
2441,Hardware,33,1,2,Yes,Diplomat,1,1.24,55400,5,0,1
2442,Hardware,46,0,1,Yes,Diplomat,2,3.73,130000,7,0,1
2443,Software,56,0,2,No,Diplomat,5,2.37,84000,9,0,1
2444,Hardware,63,0,1,Yes,Diplomat,0,3.87,58000,2,0,1
2445,Hardware,47,0,1,Yes,Sentinel,3,3.36,75000,5,0,1
2446,Hardware,46,0,7,Yes,Explorer,3,2.14,105000,8,0,1
2447,Hardware,25,1,1,No,Diplomat,3,2.55,49000,6,0,1
2448,Hardware,40,1,6,Yes,Diplomat,1,1.24,62000,5,0,1
2449,Software,53,1,2,Yes,Sentinel,2,3.79,96400,7,0,1
2450,Software,29,1,2,Yes,Diplomat,3,2.62,48200,6,0,1
2451,Software,25,0,1,Yes,Explorer,4,3.33,66000,9,0,1
2452,Software,22,0,1,Yes,Sentinel,4,3.4,53000,6,0,1
2453,Hardware,50,0,8,No,Diplomat,3,4,94000,10,0,1
2454,Software,34,0,4,Yes,Analyst,4,2.45,79000,5,0,1
2455,Software,34,0,2,Yes,Diplomat,5,3.54,97000,10,0,1
2456,Hardware,53,0,1,Yes,Explorer,1,1.42,67000,5,0,1
2457,Software,30,0,1,Yes,Analyst,2,3.22,66000,4,0,1
2458,Hardware,51,1,1,Yes,Explorer,0,4,78800,8,0,1
2459,Software,47,1,2,Yes,Diplomat,2,3.88,85600,9,0,1
2460,Software,26,0,1,Yes,Diplomat,2,3.41,71000,6,0,1
2461,Hardware,52,0,1,No,Analyst,4,3.2,86000,7,0,1
2462,Hardware,46,0,1,Yes,Explorer,5,2.53,110000,9,0,1
2463,Software,38,1,5,Yes,Diplomat,4,1.33,70400,10,0,1
2464,Hardware,56,1,2,Yes,Diplomat,2,1.64,65800,7,0,1
2465,Software,31,0,1,Yes,Explorer,0,3.21,48000,7,0,1
2466,Software,55,1,2,Yes,Explorer,4,2.71,79000,7,0,1
2467,Software,30,0,2,Yes,Sentinel,2,2.46,35000,3,0,1
2468,Hardware,29,0,1,Yes,Diplomat,2,3.87,65000,7,0,1
2469,Hardware,62,1,1,Yes,Sentinel,2,3.65,74600,6,0,1
2470,Hardware,44,0,2,Yes,Diplomat,4,2.41,70000,8,0,1
2471,Hardware,64,1,2,Yes,Diplomat,4,1.59,65200,8,0,1
2472,Software,33,1,4,No,Explorer,3,2.34,66400,5,0,1
2473,Hardware,48,0,1,Yes,Sentinel,2,1.23,74000,5,0,1
2474,Software,41,1,2,Yes,Sentinel,3,3.92,65800,6,0,1
2475,Software,45,0,2,Yes,Diplomat,3,2.07,59000,4,0,1
2476,Software,38,0,1,Yes,Analyst,3,1.56,74000,3,0,1
2477,Software,53,0,1,No,Sentinel,2,1.63,41000,3,0,1
2478,Software,55,0,1,No,Explorer,3,2.28,64000,5,0,1
2479,Software,27,0,1,Yes,Explorer,5,1.16,78000,5,0,1
2480,Software,50,0,1,Yes,Diplomat,4,2.01,113000,9,0,1
2481,Software,35,0,2,Yes,Sentinel,3,1.68,60000,5,0,1
2482,Hardware,61,0,6,Yes,Explorer,1,1.39,76000,8,0,1
2483,Software,49,0,1,Yes,Analyst,2,3.63,56000,5,0,1
2484,Hardware,42,0,2,Yes,Explorer,1,3.42,77000,8,0,1
2485,Software,44,1,2,Yes,Explorer,6,1.35,79200,10,0,1
2486,Hardware,36,1,1,No,Sentinel,2,1.72,58800,3,0,1
2487,Software,36,0,4,Yes,Diplomat,3,1.95,84000,10,0,1
2488,Software,37,1,3,Yes,Analyst,6,2.36,77600,5,0,1
2489,Software,33,0,1,Yes,Analyst,1,2.3,46000,3,0,1
2490,Hardware,25,1,2,No,Diplomat,3,2.65,46000,9,0,1
2491,Hardware,33,0,1,Yes,Diplomat,2,3.71,59000,4,0,1
2492,Software,38,0,3,Yes,Explorer,3,3.91,96000,9,0,1
2493,Hardware,31,0,2,Yes,Analyst,5,2.34,54000,4,0,1
2494,Software,50,0,1,Yes,Analyst,4,1.8,96000,4,0,1
2495,Software,32,0,1,Yes,Diplomat,3,1.89,46000,9,0,1
2496,Software,44,0,1,Yes,Diplomat,3,2.44,118000,7,0,1
2497,Hardware,58,0,1,Yes,Explorer,5,1.71,105000,6,0,1
2498,Software,57,0,1,Yes,Explorer,2,1.13,84000,5,0,1
2499,Software,22,1,1,No,Diplomat,2,1.93,37600,4,0,1
2500,Software,34,1,2,No,Explorer,6,2.82,61200,4,0,1
2501,Software,45,0,1,Yes,Diplomat,4,1.81,80000,6,0,1
2502,Software,52,1,1,Yes,Explorer,0,3.79,64600,4,0,1
